subject	BlockReport	condition	trial_num	yn	setsize	response	error	message	feedback	rt
6	experiment	RVvGV	53	1	3	40	0	HIT	HIT	303
6	experiment	RVvGV	54	0	3	1	0	TNEG	TNEG	374
6	experiment	RVvGV	55	1	3	40	0	HIT	HIT	303
6	experiment	RVvGV	56	1	12	40	0	HIT	HIT	359
6	experiment	RVvGV	57	0	6	1	0	TNEG	TNEG	348
6	experiment	RVvGV	58	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	59	1	3	40	0	HIT	HIT	303
6	experiment	RVvGV	60	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	61	1	12	40	0	HIT	HIT	375
6	experiment	RVvGV	62	0	6	1	0	TNEG	TNEG	340
6	experiment	RVvGV	63	1	18	40	0	HIT	HIT	266
6	experiment	RVvGV	64	1	12	40	0	HIT	HIT	359
6	experiment	RVvGV	65	0	18	1	0	TNEG	TNEG	338
6	experiment	RVvGV	66	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	67	1	12	40	0	HIT	HIT	327
6	experiment	RVvGV	68	0	6	1	0	TNEG	TNEG	356
6	experiment	RVvGV	69	1	3	40	0	HIT	HIT	287
6	experiment	RVvGV	70	0	18	1	0	TNEG	TNEG	346
6	experiment	RVvGV	71	0	6	1	0	TNEG	TNEG	396
6	experiment	RVvGV	72	0	6	1	0	TNEG	TNEG	372
6	experiment	RVvGV	73	1	18	40	0	HIT	HIT	362
6	experiment	RVvGV	74	1	3	40	0	HIT	HIT	343
6	experiment	RVvGV	75	1	18	40	0	HIT	HIT	306
6	experiment	RVvGV	76	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	77	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	78	0	18	1	0	TNEG	TNEG	322
6	experiment	RVvGV	79	0	3	1	0	TNEG	TNEG	383
6	experiment	RVvGV	80	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	81	1	18	40	0	HIT	HIT	354
6	experiment	RVvGV	82	0	6	1	0	TNEG	TNEG	356
6	experiment	RVvGV	83	1	6	40	0	HIT	HIT	349
6	experiment	RVvGV	84	1	12	40	0	HIT	HIT	342
6	experiment	RVvGV	85	0	6	1	0	TNEG	TNEG	356
6	experiment	RVvGV	86	0	18	1	0	TNEG	TNEG	338
6	experiment	RVvGV	87	0	18	1	0	TNEG	TNEG	338
6	experiment	RVvGV	88	0	18	1	0	TNEG	TNEG	386
6	experiment	RVvGV	89	0	6	1	0	TNEG	TNEG	340
6	experiment	RVvGV	90	1	12	40	0	HIT	HIT	350
6	experiment	RVvGV	91	0	18	1	0	TNEG	TNEG	338
6	experiment	RVvGV	92	0	18	1	0	TNEG	TNEG	370
6	experiment	RVvGV	93	0	12	1	0	TNEG	TNEG	343
6	experiment	RVvGV	94	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	95	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	96	0	6	1	0	TNEG	TNEG	372
6	experiment	RVvGV	97	1	3	40	0	HIT	HIT	310
6	experiment	RVvGV	98	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	99	1	6	40	0	HIT	HIT	324
6	experiment	RVvGV	100	1	6	40	0	HIT	HIT	332
6	experiment	RVvGV	101	0	12	1	0	TNEG	TNEG	376
6	experiment	RVvGV	102	1	6	40	0	HIT	HIT	356
6	experiment	RVvGV	103	1	18	40	0	HIT	HIT	354
6	experiment	RVvGV	104	0	12	1	0	TNEG	TNEG	415
6	experiment	RVvGV	105	0	3	1	0	TNEG	TNEG	398
6	experiment	RVvGV	106	0	18	1	0	TNEG	TNEG	411
6	experiment	RVvGV	107	0	6	1	0	TNEG	TNEG	372
6	experiment	RVvGV	108	1	3	40	0	HIT	HIT	343
6	experiment	RVvGV	109	0	12	1	0	TNEG	TNEG	335
6	experiment	RVvGV	110	0	12	1	0	TNEG	TNEG	358
6	experiment	RVvGV	111	1	3	40	0	HIT	HIT	343
6	experiment	RVvGV	112	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	113	1	3	40	0	HIT	HIT	303
6	experiment	RVvGV	114	1	6	40	0	HIT	HIT	340
6	experiment	RVvGV	115	0	12	1	0	TNEG	TNEG	312
6	experiment	RVvGV	116	1	18	40	0	HIT	HIT	282
6	experiment	RVvGV	117	0	3	1	0	TNEG	TNEG	351
6	experiment	RVvGV	118	1	18	40	0	HIT	HIT	313
6	experiment	RVvGV	119	1	12	40	0	HIT	HIT	351
6	experiment	RVvGV	120	0	18	1	0	TNEG	TNEG	386
6	experiment	RVvGV	121	0	6	1	0	TNEG	TNEG	332
6	experiment	RVvGV	122	0	12	1	0	TNEG	TNEG	359
6	experiment	RVvGV	123	1	18	40	0	HIT	HIT	314
6	experiment	RVvGV	124	1	3	40	0	HIT	HIT	320
6	experiment	RVvGV	125	1	3	40	0	HIT	HIT	367
6	experiment	RVvGV	126	1	18	40	0	HIT	HIT	362
6	experiment	RVvGV	127	0	3	1	0	TNEG	TNEG	350
6	experiment	RVvGV	128	1	18	40	0	HIT	HIT	298
6	experiment	RVvGV	129	1	6	40	0	HIT	HIT	293
6	experiment	RVvGV	130	0	3	1	0	TNEG	TNEG	391
6	experiment	RVvGV	131	0	6	1	0	TNEG	TNEG	332
6	experiment	RVvGV	132	0	12	1	0	TNEG	TNEG	399
6	experiment	RVvGV	133	0	18	1	0	TNEG	TNEG	394
6	experiment	RVvGV	134	0	18	1	0	TNEG	TNEG	346
6	experiment	RVvGV	135	1	3	40	0	HIT	HIT	335
6	experiment	RVvGV	136	0	18	1	0	TNEG	TNEG	362
6	experiment	RVvGV	137	1	18	40	0	HIT	HIT	481
6	experiment	RVvGV	138	1	6	40	0	HIT	HIT	341
6	experiment	RVvGV	139	1	6	40	0	HIT	HIT	357
6	experiment	RVvGV	140	0	18	1	0	TNEG	TNEG	362
6	experiment	RVvGV	141	1	3	40	0	HIT	HIT	431
6	experiment	RVvGV	142	0	12	1	0	TNEG	TNEG	335
6	experiment	RVvGV	143	1	3	40	0	HIT	HIT	334
6	experiment	RVvGV	144	1	3	40	0	HIT	HIT	343
6	experiment	RVvGV	145	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	146	1	6	40	0	HIT	HIT	340
6	experiment	RVvGV	147	1	18	40	0	HIT	HIT	385
6	experiment	RVvGV	148	0	12	1	0	TNEG	TNEG	360
6	experiment	RVvGV	149	0	3	1	0	TNEG	TNEG	406
6	experiment	RVvGV	150	1	12	40	0	HIT	HIT	351
6	experiment	RVvGV	151	0	12	1	0	TNEG	TNEG	391
6	experiment	RVvGV	152	0	3	1	0	TNEG	TNEG	383
6	experiment	RVvGV	153	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	154	0	12	1	0	TNEG	TNEG	351
6	experiment	RVvGV	155	1	12	40	0	HIT	HIT	318
6	experiment	RVvGV	156	0	12	1	0	TNEG	TNEG	351
6	experiment	RVvGV	157	0	6	1	0	TNEG	TNEG	389
6	experiment	RVvGV	158	1	6	40	0	HIT	HIT	323
6	experiment	RVvGV	159	0	3	1	0	TNEG	TNEG	335
6	experiment	RVvGV	160	0	12	1	0	TNEG	TNEG	383
6	experiment	RVvGV	161	0	6	1	0	TNEG	TNEG	420
6	experiment	RVvGV	162	0	12	1	0	TNEG	TNEG	391
6	experiment	RVvGV	163	1	6	40	0	HIT	HIT	300
6	experiment	RVvGV	164	0	18	1	0	TNEG	TNEG	346
6	experiment	RVvGV	165	0	18	1	0	TNEG	TNEG	338
6	experiment	RVvGV	166	1	12	40	0	HIT	HIT	311
6	experiment	RVvGV	167	1	18	40	0	HIT	HIT	346
6	experiment	RVvGV	168	0	6	1	0	TNEG	TNEG	372
6	experiment	RVvGV	169	0	6	1	0	TNEG	TNEG	387
6	experiment	RVvGV	170	1	18	40	0	HIT	HIT	314
6	experiment	RVvGV	171	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	172	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	173	0	12	1	0	TNEG	TNEG	359
6	experiment	RVvGV	174	0	3	1	0	TNEG	TNEG	343
6	experiment	RVvGV	175	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	176	0	18	1	0	TNEG	TNEG	394
6	experiment	RVvGV	177	1	3	40	0	HIT	HIT	359
6	experiment	RVvGV	178	0	12	1	0	TNEG	TNEG	335
6	experiment	RVvGV	179	0	6	1	0	TNEG	TNEG	381
6	experiment	RVvGV	180	0	6	1	0	TNEG	TNEG	332
6	experiment	RVvGV	181	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	182	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	183	1	12	40	0	HIT	HIT	367
6	experiment	RVvGV	184	0	18	1	0	TNEG	TNEG	354
6	experiment	RVvGV	185	1	18	40	0	HIT	HIT	322
6	experiment	RVvGV	186	0	18	1	0	TNEG	TNEG	322
6	experiment	RVvGV	187	1	3	40	0	HIT	HIT	335
6	experiment	RVvGV	188	0	18	1	0	TNEG	TNEG	330
6	experiment	RVvGV	189	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	190	1	3	40	0	HIT	HIT	359
6	experiment	RVvGV	191	0	18	1	0	TNEG	TNEG	331
6	experiment	RVvGV	192	1	12	40	0	HIT	HIT	327
6	experiment	RVvGV	193	0	18	1	0	TNEG	TNEG	378
6	experiment	RVvGV	194	0	12	1	0	TNEG	TNEG	383
6	experiment	RVvGV	195	1	6	40	0	HIT	HIT	332
6	experiment	RVvGV	196	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	197	0	18	1	0	TNEG	TNEG	353
6	experiment	RVvGV	198	0	3	1	0	TNEG	TNEG	374
6	experiment	RVvGV	199	1	12	40	0	HIT	HIT	375
6	experiment	RVvGV	200	1	18	40	0	HIT	HIT	402
6	experiment	RVvGV	201	0	6	1	0	TNEG	TNEG	308
6	experiment	RVvGV	202	1	18	40	0	HIT	HIT	266
6	experiment	RVvGV	203	1	3	40	0	HIT	HIT	304
6	experiment	RVvGV	204	0	3	1	0	TNEG	TNEG	319
6	experiment	RVvGV	205	1	18	40	0	HIT	HIT	337
6	experiment	RVvGV	206	1	3	40	0	HIT	HIT	327
6	experiment	RVvGV	207	0	3	1	0	TNEG	TNEG	351
6	experiment	RVvGV	208	0	12	1	0	TNEG	TNEG	391
6	experiment	RVvGV	209	0	18	1	0	TNEG	TNEG	346
6	experiment	RVvGV	210	0	6	1	0	TNEG	TNEG	381
6	experiment	RVvGV	211	1	6	40	0	HIT	HIT	332
6	experiment	RVvGV	212	0	12	1	0	TNEG	TNEG	343
6	experiment	RVvGV	213	1	18	40	0	HIT	HIT	322
6	experiment	RVvGV	214	0	18	1	0	TNEG	TNEG	354
6	experiment	RVvGV	215	1	12	40	0	HIT	HIT	352
6	experiment	RVvGV	216	1	12	40	0	HIT	HIT	335
6	experiment	RVvGV	217	1	6	40	0	HIT	HIT	357
6	experiment	RVvGV	218	1	6	40	0	HIT	HIT	317
6	experiment	RVvGV	219	1	18	40	0	HIT	HIT	450
6	experiment	RVvGV	220	0	18	1	0	TNEG	TNEG	386
6	experiment	RVvGV	221	1	18	40	0	HIT	HIT	370
6	experiment	RVvGV	222	0	3	1	0	TNEG	TNEG	415
6	experiment	RVvGV	223	1	6	40	0	HIT	HIT	341
6	experiment	RVvGV	224	1	18	40	0	HIT	HIT	321
6	experiment	RVvGV	225	0	6	1	0	TNEG	TNEG	340
6	experiment	RVvGV	226	1	12	40	0	HIT	HIT	367
6	experiment	RVvGV	227	0	12	1	0	TNEG	TNEG	392
6	experiment	RVvGV	228	1	3	40	0	HIT	HIT	351
6	experiment	RVvGV	229	1	12	40	0	HIT	HIT	335
6	experiment	RVvGV	230	0	18	1	0	TNEG	TNEG	369
6	experiment	RVvGV	231	1	18	40	0	HIT	HIT	329
6	experiment	RVvGV	232	0	3	1	0	TNEG	TNEG	351
6	experiment	RVvGV	233	1	12	40	0	HIT	HIT	302
6	experiment	RVvGV	234	0	18	1	0	TNEG	TNEG	362
6	experiment	RVvGV	235	0	3	1	0	TNEG	TNEG	374
6	experiment	RVvGV	236	1	12	40	0	HIT	HIT	318
6	experiment	RVvGV	237	0	12	1	0	TNEG	TNEG	319
6	experiment	RVvGV	238	1	6	40	0	HIT	HIT	324
6	experiment	RVvGV	239	1	12	40	0	HIT	HIT	359
6	experiment	RVvGV	240	0	12	1	0	TNEG	TNEG	384
6	experiment	RVvGV	241	1	18	40	0	HIT	HIT	281
6	experiment	RVvGV	242	0	12	1	0	TNEG	TNEG	311
6	experiment	RVvGV	243	0	6	1	0	TNEG	TNEG	332
6	experiment	RVvGV	244	1	3	40	0	HIT	HIT	350
6	experiment	RVvGV	245	0	6	1	0	TNEG	TNEG	357
6	experiment	RVvGV	246	1	18	40	0	HIT	HIT	306
6	experiment	RVvGV	247	1	18	40	0	HIT	HIT	289
6	experiment	RVvGV	248	0	3	1	0	TNEG	TNEG	375
6	experiment	RVvGV	249	0	12	1	0	TNEG	TNEG	343
6	experiment	RVvGV	250	0	6	1	0	TNEG	TNEG	380
6	experiment	RVvGV	251	1	3	40	0	HIT	HIT	311
6	experiment	RVvGV	252	1	18	40	0	HIT	HIT	330
6	experiment	RVvGV	253	0	18	1	0	TNEG	TNEG	322
6	experiment	RVvGV	254	0	3	1	0	TNEG	TNEG	375
6	experiment	RVvGV	255	0	18	1	0	TNEG	TNEG	425
6	experiment	RVvGV	256	0	12	1	0	TNEG	TNEG	335
6	experiment	RVvGV	257	1	3	40	0	HIT	HIT	278
6	experiment	RVvGV	258	1	12	40	0	HIT	HIT	399
6	experiment	RVvGV	259	0	18	1	0	TNEG	TNEG	353
6	experiment	RVvGV	260	1	6	40	0	HIT	HIT	301
6	experiment	RVvGV	261	0	12	1	0	TNEG	TNEG	320
6	experiment	RVvGV	262	0	18	1	0	TNEG	TNEG	378
6	experiment	RVvGV	263	0	6	1	0	TNEG	TNEG	380
6	experiment	RVvGV	264	0	18	1	0	TNEG	TNEG	394
6	experiment	RVvGV	265	0	12	1	0	TNEG	TNEG	311
6	experiment	RVvGV	266	1	18	40	0	HIT	HIT	338
6	experiment	RVvGV	267	1	3	40	0	HIT	HIT	375
6	experiment	RVvGV	268	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	269	1	6	40	0	HIT	HIT	412
6	experiment	RVvGV	270	0	18	1	0	TNEG	TNEG	418
6	experiment	RVvGV	271	0	18	1	0	TNEG	TNEG	346
6	experiment	RVvGV	272	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	273	0	18	1	0	TNEG	TNEG	362
6	experiment	RVvGV	274	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	275	1	6	40	0	HIT	HIT	403
6	experiment	RVvGV	276	0	12	1	0	TNEG	TNEG	351
6	experiment	RVvGV	277	1	3	40	0	HIT	HIT	359
6	experiment	RVvGV	278	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	279	0	18	1	0	TNEG	TNEG	330
6	experiment	RVvGV	280	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	281	0	6	1	0	TNEG	TNEG	348
6	experiment	RVvGV	282	0	18	1	0	TNEG	TNEG	434
6	experiment	RVvGV	283	0	6	1	0	TNEG	TNEG	348
6	experiment	RVvGV	284	0	18	1	0	TNEG	TNEG	354
6	experiment	RVvGV	285	0	6	1	0	TNEG	TNEG	372
6	experiment	RVvGV	286	1	12	40	0	HIT	HIT	591
6	experiment	RVvGV	287	1	18	40	0	HIT	HIT	337
6	experiment	RVvGV	288	1	6	40	0	HIT	HIT	373
6	experiment	RVvGV	289	1	6	40	0	HIT	HIT	356
6	experiment	RVvGV	290	0	6	1	0	TNEG	TNEG	308
6	experiment	RVvGV	291	0	6	1	0	TNEG	TNEG	381
6	experiment	RVvGV	292	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	293	0	18	1	0	TNEG	TNEG	466
6	experiment	RVvGV	294	0	12	1	0	TNEG	TNEG	431
6	experiment	RVvGV	295	0	6	1	0	TNEG	TNEG	413
6	experiment	RVvGV	296	1	3	40	0	HIT	HIT	367
6	experiment	RVvGV	297	1	3	40	0	HIT	HIT	357
6	experiment	RVvGV	298	0	6	1	0	TNEG	TNEG	395
6	experiment	RVvGV	299	0	6	1	0	TNEG	TNEG	396
6	experiment	RVvGV	300	0	12	1	0	TNEG	TNEG	399
6	experiment	RVvGV	301	1	12	40	0	HIT	HIT	519
6	experiment	RVvGV	302	0	3	1	0	TNEG	TNEG	462
6	experiment	RVvGV	303	1	12	40	0	HIT	HIT	367
6	experiment	RVvGV	304	0	12	1	0	TNEG	TNEG	367
6	experiment	RVvGV	305	0	12	1	0	TNEG	TNEG	407
6	experiment	RVvGV	306	1	18	40	0	HIT	HIT	385
6	experiment	RVvGV	307	0	12	1	0	TNEG	TNEG	414
6	experiment	RVvGV	308	0	3	1	0	TNEG	TNEG	423
6	experiment	RVvGV	309	1	12	40	0	HIT	HIT	414
6	experiment	RVvGV	310	1	12	40	0	HIT	HIT	375
6	experiment	RVvGV	311	0	3	1	0	TNEG	TNEG	375
6	experiment	RVvGV	312	1	18	40	0	HIT	HIT	338
6	experiment	RVvGV	313	0	18	1	0	TNEG	TNEG	402
6	experiment	RVvGV	314	1	18	40	0	HIT	HIT	314
6	experiment	RVvGV	315	0	6	1	0	TNEG	TNEG	348
6	experiment	RVvGV	316	0	18	1	0	TNEG	TNEG	378
6	experiment	RVvGV	317	1	6	40	0	HIT	HIT	324
6	experiment	RVvGV	318	1	6	40	0	HIT	HIT	388
6	experiment	RVvGV	319	0	12	1	0	TNEG	TNEG	368
6	experiment	RVvGV	320	1	18	40	0	HIT	HIT	298
6	experiment	RVvGV	321	1	12	40	0	HIT	HIT	325
6	experiment	RVvGV	322	1	18	40	0	HIT	HIT	337
6	experiment	RVvGV	323	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	324	1	18	40	0	HIT	HIT	346
6	experiment	RVvGV	325	1	12	40	0	HIT	HIT	366
6	experiment	RVvGV	326	1	12	40	0	HIT	HIT	431
6	experiment	RVvGV	327	0	12	1	0	TNEG	TNEG	367
6	experiment	RVvGV	328	0	3	1	0	TNEG	TNEG	383
6	experiment	RVvGV	329	0	12	1	0	TNEG	TNEG	399
6	experiment	RVvGV	330	1	18	40	0	HIT	HIT	330
6	experiment	RVvGV	331	1	6	40	0	HIT	HIT	405
6	experiment	RVvGV	332	1	3	40	0	HIT	HIT	375
6	experiment	RVvGV	333	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	334	1	3	40	0	HIT	HIT	351
6	experiment	RVvGV	335	0	3	1	0	TNEG	TNEG	383
6	experiment	RVvGV	336	0	12	1	0	TNEG	TNEG	503
6	experiment	RVvGV	337	1	3	40	0	HIT	HIT	407
6	experiment	RVvGV	338	0	3	1	0	TNEG	TNEG	391
6	experiment	RVvGV	339	1	12	40	0	HIT	HIT	343
6	experiment	RVvGV	340	0	18	1	0	TNEG	TNEG	418
6	experiment	RVvGV	341	1	6	40	0	HIT	HIT	396
6	experiment	RVvGV	342	0	18	1	0	TNEG	TNEG	378
6	experiment	RVvGV	343	0	18	1	0	TNEG	TNEG	418
6	experiment	RVvGV	344	1	6	40	0	HIT	HIT	389
6	experiment	RVvGV	345	1	3	40	0	HIT	HIT	351
6	experiment	RVvGV	346	1	12	40	0	HIT	HIT	439
6	experiment	RVvGV	347	1	18	40	0	HIT	HIT	370
6	experiment	RVvGV	348	0	6	1	0	TNEG	TNEG	365
6	experiment	RVvGV	349	1	6	40	0	HIT	HIT	372
6	experiment	RVvGV	350	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	351	1	12	40	0	HIT	HIT	391
6	experiment	RVvGV	352	1	3	40	0	HIT	HIT	343
6	experiment	RVvGV	353	0	12	1	0	TNEG	TNEG	391
6	experiment	RVvGV	354	1	6	40	0	HIT	HIT	356
6	experiment	RVvGV	355	0	12	1	0	TNEG	TNEG	375
6	experiment	RVvGV	356	0	12	1	0	TNEG	TNEG	431
6	experiment	RVvGV	357	1	6	40	0	HIT	HIT	373
6	experiment	RVvGV	358	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	359	0	3	1	0	TNEG	TNEG	383
6	experiment	RVvGV	360	0	18	1	0	TNEG	TNEG	442
6	experiment	RVvGV	361	1	6	40	0	HIT	HIT	340
6	experiment	RVvGV	362	0	3	1	0	TNEG	TNEG	447
6	experiment	RVvGV	363	1	12	40	0	HIT	HIT	375
6	experiment	RVvGV	364	1	6	40	0	HIT	HIT	388
6	experiment	RVvGV	365	0	18	1	0	TNEG	TNEG	482
6	experiment	RVvGV	366	0	6	1	0	TNEG	TNEG	468
6	experiment	RVvGV	367	1	12	40	0	HIT	HIT	391
6	experiment	RVvGV	368	0	18	1	0	TNEG	TNEG	426
6	experiment	RVvGV	369	1	18	40	0	HIT	HIT	378
6	experiment	RVvGV	370	0	6	1	0	TNEG	TNEG	380
6	experiment	RVvGV	371	0	6	1	0	TNEG	TNEG	436
6	experiment	RVvGV	372	1	6	40	0	HIT	HIT	524
6	experiment	RVvGV	373	0	12	1	0	TNEG	TNEG	423
6	experiment	RVvGV	374	1	6	40	0	HIT	HIT	348
6	experiment	RVvGV	375	0	18	1	0	TNEG	TNEG	466
6	experiment	RVvGV	376	0	18	1	0	TNEG	TNEG	425
6	experiment	RVvGV	377	0	6	1	0	TNEG	TNEG	429
6	experiment	RVvGV	378	0	18	1	0	TNEG	TNEG	474
6	experiment	RVvGV	379	1	6	40	0	HIT	HIT	372
6	experiment	RVvGV	380	1	18	40	0	HIT	HIT	434
6	experiment	RVvGV	381	1	3	40	0	HIT	HIT	359
6	experiment	RVvGV	382	0	6	1	0	TNEG	TNEG	421
6	experiment	RVvGV	383	1	12	40	0	HIT	HIT	367
6	experiment	RVvGV	384	0	12	1	0	TNEG	TNEG	399
6	experiment	RVvGV	385	0	12	1	0	TNEG	TNEG	399
6	experiment	RVvGV	386	0	12	1	0	TNEG	TNEG	398
6	experiment	RVvGV	387	1	12	40	0	HIT	HIT	367
6	experiment	RVvGV	388	0	18	1	0	TNEG	TNEG	354
6	experiment	RVvGV	389	1	6	40	0	HIT	HIT	340
6	experiment	RVvGV	390	0	18	1	0	TNEG	TNEG	434
6	experiment	RVvGV	391	1	3	40	0	HIT	HIT	358
6	experiment	RVvGV	392	0	6	1	0	TNEG	TNEG	396
6	experiment	RVvGV	393	1	6	40	0	HIT	HIT	372
6	experiment	RVvGV	394	1	18	40	0	HIT	HIT	386
6	experiment	RVvGV	395	1	18	40	0	HIT	HIT	386
6	experiment	RVvGV	396	1	6	40	0	HIT	HIT	357
6	experiment	RVvGV	397	1	18	40	0	HIT	HIT	362
6	experiment	RVvGV	398	0	3	1	0	TNEG	TNEG	382
6	experiment	RVvGV	399	1	3	40	0	HIT	HIT	375
6	experiment	RVvGV	400	1	12	40	0	HIT	HIT	391
6	practice	RVvGV	1	0	6	1	0	TNEG	TNEG	1795
6	practice	RVvGV	2	1	6	40	0	HIT	HIT	572
6	practice	RVvGV	3	1	18	40	0	HIT	HIT	382
6	practice	RVvGV	4	0	6	1	0	TNEG	TNEG	919
6	practice	RVvGV	5	0	3	1	0	TNEG	TNEG	968
6	practice	RVvGV	6	0	18	1	0	TNEG	TNEG	711
6	practice	RVvGV	7	0	3	1	0	TNEG	TNEG	889
6	practice	RVvGV	8	0	6	1	0	TNEG	TNEG	479
6	practice	RVvGV	9	1	12	40	0	HIT	HIT	371
6	practice	RVvGV	10	0	18	1	0	TNEG	TNEG	374
6	experiment	RVvGV	1	0	6	1	0	TNEG	TNEG	453
6	experiment	RVvGV	2	1	6	40	0	HIT	HIT	414
6	experiment	RVvGV	3	0	18	1	0	TNEG	TNEG	461
6	experiment	RVvGV	4	0	18	1	0	TNEG	TNEG	381
6	experiment	RVvGV	5	1	6	40	0	HIT	HIT	398
6	experiment	RVvGV	6	1	6	40	0	HIT	HIT	399
6	experiment	RVvGV	7	1	12	40	0	HIT	HIT	378
6	experiment	RVvGV	8	0	3	1	0	TNEG	TNEG	328
6	experiment	RVvGV	9	1	12	40	0	HIT	HIT	306
6	experiment	RVvGV	10	1	12	40	0	HIT	HIT	322
6	experiment	RVvGV	11	1	12	40	0	HIT	HIT	370
6	experiment	RVvGV	12	0	3	1	0	TNEG	TNEG	400
6	experiment	RVvGV	13	1	3	40	0	HIT	HIT	408
6	experiment	RVvGV	14	0	3	1	0	TNEG	TNEG	353
6	experiment	RVvGV	15	1	12	40	0	HIT	HIT	354
6	experiment	RVvGV	16	1	18	40	0	HIT	HIT	324
6	experiment	RVvGV	17	1	6	40	0	HIT	HIT	366
6	experiment	RVvGV	18	1	12	40	0	HIT	HIT	346
6	experiment	RVvGV	19	0	6	1	0	TNEG	TNEG	406
6	experiment	RVvGV	20	0	18	1	0	TNEG	TNEG	1021
6	experiment	RVvGV	21	1	18	40	0	HIT	HIT	484
6	experiment	RVvGV	22	1	6	40	0	HIT	HIT	405
6	experiment	RVvGV	23	1	12	40	0	HIT	HIT	393
6	experiment	RVvGV	24	0	18	1	0	TNEG	TNEG	421
6	experiment	RVvGV	25	0	6	1	0	TNEG	TNEG	389
6	experiment	RVvGV	26	0	12	1	0	TNEG	TNEG	377
6	experiment	RVvGV	27	1	12	40	0	HIT	HIT	377
6	experiment	RVvGV	28	0	12	1	0	TNEG	TNEG	328
6	experiment	RVvGV	29	1	6	40	0	HIT	HIT	341
6	experiment	RVvGV	30	1	18	1	1	MISS	MISS	356
6	experiment	RVvGV	31	0	12	1	0	TNEG	TNEG	328
6	experiment	RVvGV	32	1	6	40	0	HIT	HIT	325
6	experiment	RVvGV	33	0	18	1	0	TNEG	TNEG	364
6	experiment	RVvGV	34	1	3	40	0	HIT	HIT	296
6	experiment	RVvGV	35	0	3	1	0	TNEG	TNEG	375
6	experiment	RVvGV	36	0	12	1	0	TNEG	TNEG	392
6	experiment	RVvGV	37	1	6	40	0	HIT	HIT	341
6	experiment	RVvGV	38	1	18	40	0	HIT	HIT	355
6	experiment	RVvGV	39	1	12	40	0	HIT	HIT	352
6	experiment	RVvGV	40	0	6	1	0	TNEG	TNEG	397
6	experiment	RVvGV	41	1	3	40	0	HIT	HIT	359
6	experiment	RVvGV	42	0	18	1	0	TNEG	TNEG	355
6	experiment	RVvGV	43	0	18	1	0	TNEG	TNEG	427
6	experiment	RVvGV	44	1	12	40	0	HIT	HIT	342
6	experiment	RVvGV	45	1	3	40	0	HIT	HIT	383
6	experiment	RVvGV	46	0	3	1	0	TNEG	TNEG	672
6	experiment	RVvGV	47	1	3	40	0	HIT	HIT	327
6	experiment	RVvGV	48	0	18	1	0	TNEG	TNEG	370
6	experiment	RVvGV	49	1	18	40	0	HIT	HIT	370
6	experiment	RVvGV	50	0	12	1	0	TNEG	TNEG	351
6	experiment	RVvGV	51	0	3	1	0	TNEG	TNEG	375
6	experiment	RVvGV	52	0	12	1	0	TNEG	TNEG	375
6	experiment	RVvGV	53	1	3	40	0	HIT	HIT	303
6	experiment	RVvGV	54	1	6	40	0	HIT	HIT	356
6	experiment	RVvGV	55	1	6	40	0	HIT	HIT	324
6	experiment	RVvGV	56	1	12	40	0	HIT	HIT	319
6	experiment	RVvGV	57	1	6	40	0	HIT	HIT	364
6	experiment	RVvGV	58	0	3	1	0	TNEG	TNEG	359
6	experiment	RVvGV	59	0	3	1	0	TNEG	TNEG	367
6	experiment	RVvGV	60	1	6	40	0	HIT	HIT	333
6	experiment	RVvGV	61	1	18	40	0	HIT	HIT	314
6	experiment	RVvGV	62	0	12	1	0	TNEG	TNEG	335
6	experiment	RVvGV	63	1	12	40	0	HIT	HIT	296
6	experiment	RVvGV	64	1	12	40	0	HIT	HIT	335
6	experiment	RVvGV	65	1	18	40	0	HIT	HIT	346
